instant,dteday,yr,mnth,weekday,is_holiday,is_weekend,workingday,season,weather_code,t1,t2,hum,wind_speed,cnt,n_hours_recorded
119,2015-05-02,2015,5,6,0.0,1.0,0,0.0,1.0,9.75,8.4375,74.52083333333333,21.0625,22231,24
120,2015-05-03,2015,5,0,0.0,1.0,0,0.0,3.0,14.5625,14.5,80.375,21.75,21165,24
121,2015-05-04,2015,5,1,1.0,0.0,0,0.0,2.0,14.604166666666666,14.604166666666666,67.20833333333333,18.8125,26795,24
122,2015-05-05,2015,5,2,0.0,0.0,1,0.0,2.0,14.645833333333334,14.645833333333334,69.35416666666667,31.041666666666668,26488,24
123,2015-05-06,2015,5,3,0.0,0.0,1,0.0,7.0,12.5,12.25,70.54166666666667,32.166666666666664,24438,24
124,2015-05-07,2015,5,4,0.0,0.0,1,0.0,2.0,13.166666666666666,13.104166666666666,62.3125,19.625,31144,24
125,2015-05-08,2015,5,5,0.0,0.0,1,0.0,1.0,13.083333333333334,12.979166666666666,71.16666666666667,12.104166666666666,26878,24
126,2015-05-09,2015,5,6,0.0,1.0,0,0.0,3.0,14.8125,14.8125,59.395833333333336,26.270833333333332,27810,24
127,2015-05-10,2015,5,0,0.0,1.0,0,0.0,2.0,14.770833333333334,14.645833333333334,66.58333333333333,13.6875,32226,24
128,2015-05-11,2015,5,1,0.0,0.0,1,0.0,1.0,17.333333333333332,17.333333333333332,64.52083333333333,17.25,33719,24
129,2015-05-12,2015,5,2,0.0,0.0,1,0.0,1.0,14.5625,14.5625,53.416666666666664,23.229166666666668,33820,24
130,2015-05-13,2015,5,3,0.0,0.0,1,0.0,1.0,13.75,13.354166666666666,56.479166666666664,11.666666666666666,36699,24
131,2015-05-14,2015,5,4,0.0,0.0,1,0.0,7.0,9.895833333333334,7.895833333333333,84.95833333333333,21.375,15609,24
132,2015-05-15,2015,5,5,0.0,0.0,1,0.0,2.0,11.791666666666666,11.020833333333334,69.54166666666667,14.0625,32343,24
133,2015-05-16,2015,5,6,0.0,1.0,0,0.0,1.0,15.145833333333334,15.145833333333334,59.875,19.916666666666668,32526,24
134,2015-05-17,2015,5,0,0.0,1.0,0,0.0,1.0,13.583333333333334,13.25,56.395833333333336,17.166666666666668,31323,24
135,2015-05-18,2015,5,1,0.0,0.0,1,0.0,2.0,12.416666666666666,11.979166666666666,68.29166666666667,25.104166666666668,24288,24
136,2015-05-19,2015,5,2,0.0,0.0,1,0.0,2.0,10.916666666666666,9.5,63.125,24.270833333333332,28331,24
137,2015-05-20,2015,5,3,0.0,0.0,1,0.0,1.0,11.520833333333334,10.458333333333334,61.1875,18.6875,30534,24
138,2015-05-21,2015,5,4,0.0,0.0,1,0.0,1.0,14.625,14.020833333333334,53.020833333333336,15.75,34833,24
139,2015-05-22,2015,5,5,0.0,0.0,1,0.0,1.0,15.6875,15.395833333333334,65.70833333333333,13.666666666666666,33435,24
140,2015-05-23,2015,5,6,0.0,1.0,0,0.0,3.0,14.666666666666666,14.666666666666666,68.9375,15.020833333333334,23849,24
141,2015-05-24,2015,5,0,0.0,1.0,0,0.0,3.0,15.791666666666666,15.791666666666666,64.3125,11.479166666666666,30018,24
142,2015-05-25,2015,5,1,1.0,0.0,0,0.0,2.0,13.75,13.75,60.875,13.604166666666666,29502,24
143,2015-05-26,2015,5,2,0.0,0.0,1,0.0,1.0,14.916666666666666,14.916666666666666,60.0625,14.604166666666666,34809,24
144,2015-05-27,2015,5,3,0.0,0.0,1,0.0,1.0,14.791666666666666,14.541666666666666,56.416666666666664,16.6875,36407,24
145,2015-05-28,2015,5,4,0.0,0.0,1,0.0,1.0,15.041666666666666,15.041666666666666,49.9375,23.208333333333332,34387,24
146,2015-05-29,2015,5,5,0.0,0.0,1,0.0,2.0,12.375,12.375,64.04166666666667,22.208333333333332,26023,24
147,2015-05-30,2015,5,6,0.0,1.0,0,0.0,1.0,13.083333333333334,12.416666666666666,57.770833333333336,17.833333333333332,29206,24
148,2015-05-31,2015,5,0,0.0,1.0,0,0.0,7.0,13.854166666666666,13.854166666666666,72.875,22.333333333333332,14998,24
149,2015-06-01,2015,6,1,0.0,0.0,1,1.0,2.0,12.104166666666666,11.4375,62.833333333333336,23.645833333333332,27864,24
150,2015-06-02,2015,6,2,0.0,0.0,1,1.0,3.0,15.666666666666666,15.666666666666666,75.02083333333333,33.520833333333336,27939,24
151,2015-06-03,2015,6,3,0.0,0.0,1,1.0,1.0,16.125,16.125,53.0625,17.583333333333332,35377,24
152,2015-06-04,2015,6,4,0.0,0.0,1,1.0,1.0,17.0,16.833333333333332,56.333333333333336,12.854166666666666,39451,24
153,2015-06-05,2015,6,5,0.0,0.0,1,1.0,1.0,19.833333333333332,19.833333333333332,63.5,19.452380952380953,34563,21
154,2015-06-06,2015,6,6,0.0,1.0,0,1.0,1.0,15.270833333333334,15.229166666666666,51.1875,23.791666666666668,32820,24
155,2015-06-07,2015,6,0,0.0,1.0,0,1.0,1.0,15.0,14.916666666666666,55.979166666666664,12.520833333333334,35407,24
156,2015-06-08,2015,6,1,0.0,0.0,1,1.0,1.0,13.604166666666666,13.541666666666666,63.854166666666664,13.541666666666666,32587,24
157,2015-06-09,2015,6,2,0.0,0.0,1,1.0,2.0,12.041666666666666,11.3125,59.1875,21.020833333333332,33255,24
158,2015-06-10,2015,6,3,0.0,0.0,1,1.0,2.0,13.979166666666666,13.8125,57.833333333333336,21.958333333333332,35707,24
159,2015-06-11,2015,6,4,0.0,0.0,1,1.0,1.0,16.8125,16.6875,63.104166666666664,20.416666666666668,38808,24
160,2015-06-12,2015,6,5,0.0,0.0,1,1.0,1.0,18.75,18.75,69.58333333333333,12.208333333333334,35172,24
161,2015-06-13,2015,6,6,0.0,1.0,0,1.0,4.0,17.458333333333332,17.458333333333332,77.35416666666667,18.333333333333332,30298,24
162,2015-06-14,2015,6,0,0.0,1.0,0,1.0,3.0,14.854166666666666,14.854166666666666,78.5,13.145833333333334,25235,24
163,2015-06-15,2015,6,1,0.0,0.0,1,1.0,2.0,14.270833333333334,14.270833333333334,64.70833333333333,16.875,34558,24
164,2015-06-16,2015,6,2,0.0,0.0,1,1.0,1.0,17.041666666666668,16.895833333333332,58.541666666666664,8.125,37923,24
165,2015-06-17,2015,6,3,0.0,0.0,1,1.0,1.0,19.645833333333332,19.645833333333332,65.54166666666667,21.916666666666668,38591,24
166,2015-06-18,2015,6,4,0.0,0.0,1,1.0,1.0,17.875,17.875,57.25,18.083333333333332,38687,24
167,2015-06-19,2015,6,5,0.0,0.0,1,1.0,2.0,16.354166666666668,16.354166666666668,58.541666666666664,16.020833333333332,35966,24
168,2015-06-20,2015,6,6,0.0,1.0,0,1.0,3.0,16.645833333333332,16.645833333333332,74.8125,9.75,26295,24
169,2015-06-21,2015,6,0,0.0,1.0,0,1.0,3.0,17.458333333333332,17.458333333333332,62.6875,23.041666666666668,30393,24
170,2015-06-22,2015,6,1,0.0,0.0,1,1.0,2.0,14.6875,14.6875,70.85416666666667,20.916666666666668,29557,24
171,2015-06-23,2015,6,2,0.0,0.0,1,1.0,3.0,15.8125,15.8125,60.4375,14.104166666666666,37472,24
172,2015-06-24,2015,6,3,0.0,0.0,1,1.0,1.0,18.625,18.4375,57.208333333333336,16.083333333333332,38940,24
173,2015-06-25,2015,6,4,0.0,0.0,1,1.0,1.0,19.645833333333332,19.583333333333332,56.979166666666664,13.541666666666666,38673,24
174,2015-06-26,2015,6,5,0.0,0.0,1,1.0,1.0,20.604166666666668,20.604166666666668,55.25,15.916666666666666,37019,24
175,2015-06-27,2015,6,6,0.0,1.0,0,1.0,1.0,19.541666666666668,19.208333333333332,57.354166666666664,17.0,36581,24
176,2015-06-28,2015,6,0,0.0,1.0,0,1.0,2.0,19.125,19.125,64.25,15.333333333333334,25706,24
177,2015-06-29,2015,6,1,0.0,0.0,1,1.0,1.0,20.583333333333332,20.458333333333332,54.645833333333336,13.416666666666666,39082,24
178,2015-06-30,2015,6,2,0.0,0.0,1,1.0,1.0,22.375,22.0,50.354166666666664,14.895833333333334,43326,24
179,2015-07-01,2015,7,3,0.0,0.0,1,1.0,1.0,27.375,27.4375,50.979166666666664,17.3125,42641,24
180,2015-07-02,2015,7,4,0.0,0.0,1,1.0,1.0,22.291666666666668,22.291666666666668,64.5625,15.208333333333334,38262,24
181,2015-07-03,2015,7,5,0.0,0.0,1,1.0,1.0,19.916666666666668,19.875,63.666666666666664,17.458333333333332,39611,24
182,2015-07-04,2015,7,6,0.0,1.0,0,1.0,1.0,22.229166666666668,22.229166666666668,66.16666666666667,17.4375,38283,24
183,2015-07-05,2015,7,0,0.0,1.0,0,1.0,2.0,18.645833333333332,18.604166666666668,64.66666666666667,13.729166666666666,29716,24
184,2015-07-06,2015,7,1,0.0,0.0,1,1.0,1.0,18.979166666666668,18.729166666666668,58.979166666666664,15.479166666666666,38620,24
185,2015-07-07,2015,7,2,0.0,0.0,1,1.0,1.0,19.458333333333332,19.354166666666668,58.125,21.520833333333332,37908,24
186,2015-07-08,2015,7,3,0.0,0.0,1,1.0,3.0,17.8125,17.8125,62.4375,23.833333333333332,41703,24
187,2015-07-09,2015,7,4,0.0,0.0,1,1.0,1.0,17.791666666666668,17.541666666666668,48.979166666666664,12.979166666666666,72504,24
188,2015-07-10,2015,7,5,0.0,0.0,1,1.0,1.0,20.833333333333332,20.333333333333332,47.229166666666664,12.854166666666666,42779,24
189,2015-07-11,2015,7,6,0.0,1.0,0,1.0,1.0,21.375,21.291666666666668,54.229166666666664,17.416666666666668,42091,24
190,2015-07-12,2015,7,0,0.0,1.0,0,1.0,3.0,18.520833333333332,18.520833333333332,75.47916666666667,21.6875,23240,24
191,2015-07-13,2015,7,1,0.0,0.0,1,1.0,3.0,18.956521739130434,18.956521739130434,81.45652173913044,20.043478260869566,26920,23
192,2015-07-14,2015,7,2,0.0,0.0,1,1.0,3.0,19.416666666666668,19.416666666666668,76.64583333333333,15.979166666666666,35348,24
193,2015-07-15,2015,7,3,0.0,0.0,1,1.0,3.0,19.645833333333332,19.645833333333332,76.91666666666667,12.0,34574,24
194,2015-07-16,2015,7,4,0.0,0.0,1,1.0,3.0,19.916666666666668,19.916666666666668,65.47916666666667,22.041666666666668,39306,24
195,2015-07-17,2015,7,5,0.0,0.0,1,1.0,2.0,20.4375,20.4375,62.708333333333336,19.958333333333332,38505,24
196,2015-07-18,2015,7,6,0.0,1.0,0,1.0,1.0,18.708333333333332,18.458333333333332,53.958333333333336,17.583333333333332,38491,24
197,2015-07-19,2015,7,0,0.0,1.0,0,1.0,1.0,20.0,19.708333333333332,49.291666666666664,18.979166666666668,36693,24
198,2015-07-20,2015,7,1,0.0,0.0,1,1.0,3.0,19.142857142857142,19.142857142857142,77.88095238095238,13.357142857142858,27163,21
199,2015-07-21,2015,7,2,0.0,0.0,1,1.0,1.0,20.395833333333332,20.395833333333332,58.354166666666664,22.395833333333332,40696,24
200,2015-07-22,2015,7,3,0.0,0.0,1,1.0,2.0,19.333333333333332,19.229166666666668,60.958333333333336,17.75,37915,24
201,2015-07-23,2015,7,4,0.0,0.0,1,1.0,1.0,18.166666666666668,18.125,56.520833333333336,13.5625,39092,24
202,2015-07-24,2015,7,5,0.0,0.0,1,1.0,7.0,15.854166666666666,15.854166666666666,75.41666666666667,11.458333333333334,16034,24
203,2015-07-25,2015,7,6,0.0,1.0,0,1.0,1.0,16.6875,16.6875,61.708333333333336,19.916666666666668,32608,24
204,2015-07-26,2015,7,0,0.0,1.0,0,1.0,1.0,15.458333333333334,15.458333333333334,77.625,16.25,12398,24
205,2015-07-27,2015,7,1,0.0,0.0,1,1.0,3.0,17.770833333333332,17.770833333333332,67.1875,28.208333333333332,31904,24
206,2015-07-28,2015,7,2,0.0,0.0,1,1.0,2.0,17.125,17.125,58.791666666666664,27.854166666666668,36101,24
207,2015-07-29,2015,7,3,0.0,0.0,1,1.0,2.0,15.833333333333334,15.833333333333334,60.895833333333336,19.666666666666668,36761,24
